LOC101927417	chr1	15326680	15343876
EFHD2	chr1	15409888	15430339
CTRC	chr1	15438442	15449242
CELA2A	chr1	15456728	15472091
CELA2B	chr1	15465909	15491395
CASP9	chr1	15490832	15526534
DNAJC16	chr1	15526813	15592379
SCARNA21B	chr1	15542165	15542304
AGMAT	chr1	15571699	15585051
DDI2	chr1	15617458	15669044
RSC1A1	chr1	15659869	15661722
PLEKHM2	chr1	15684320	15734769
SLC25A34	chr1	15736258	15741392
SLC25A34-AS1	chr1	15740051	15749896
TMEM82	chr1	15742499	15747982
FBLIM1	chr1	15756607	15786594
UQCRHL	chr1	15807169	15809348
FLJ37453	chr1	15834474	15848147
SPEN	chr1	15847707	15940456
ZBTB17	chr1	15941869	15976132
SRARP	chr1	16004236	16008807
HSPB7	chr1	16014028	16019594
CLCNKA	chr1	16018875	16034050
CLCNKB	chr1	16043736	16057308
FAM131C	chr1	16057769	16073651
EPHA2	chr1	16124337	16156069
ARHGEF19	chr1	16197854	16212652
CPLANE2	chr1	16231692	16237183
FBXO42	chr1	16246840	16352480
SZRD1	chr1	16352575	16398145
SPATA21	chr1	16387117	16437424
NECAP2	chr1	16440721	16460078
LINC01772	chr1	16460948	16468481
CROCCP3	chr1	16467436	16499257
RNU1-1	chr1	16514122	16514285
LINC01783	chr1	16533886	16536172
NBPF1	chr1	16562319	16613562
CROCCP2	chr1	16618253	16657232
RNU1-3	chr1	16666785	16666948
ESPNP	chr1	16687339	16720157
CROCC	chr1	16740273	16972964
RNU1-4	chr1	16740516	16740679
MST1L	chr1	16754910	16770237
MIR3675	chr1	16858949	16859021
LOC105376805	chr1	16887577	16889706
RNU1-2	chr1	16895980	16896143
MFAP2	chr1	16974502	16980632
ATP13A2	chr1	16985958	17011928
SDHB	chr1	17018722	17054170
PADI2	chr1	17066761	17119451
LOC400743	chr1	17189783	17197617
PADI1	chr1	17205128	17246007
PADI3	chr1	17249098	17284233
MIR3972	chr1	17277889	17277975
PADI4	chr1	17308195	17364004
PADI6	chr1	17372196	17401699
RCC2	chr1	17406760	17439677
ARHGEF10L	chr1	17539698	17697874
ACTL8	chr1	17755333	17827063
LINC01654	chr1	18065657	18074412
IGSF21	chr1	18107798	18378483
KLHDC7A	chr1	18480982	18486126
PAX7	chr1	18630846	18748866
TAS1R2	chr1	18839599	18859682
ALDH4A1	chr1	18871430	18902724
MIR4695	chr1	18883202	18883275
MIR1290	chr1	18897071	18897148
IFFO2	chr1	18904280	18956676
UBR4	chr1	19074510	19210266
EMC1-AS1	chr1	19210501	19240704
EMC1	chr1	19215660	19251527
MRTO4	chr1	19251805	19260128
AKR7L	chr1	19265982	19274194
AKR7A3	chr1	19282573	19288770
AKR7A2	chr1	19303965	19312146
PQLC2	chr1	19312326	19329300
CAPZB	chr1	19338775	19485539
MICOS10	chr1	19484403	19629821
LOC105378614	chr1	19591802	19596832
NBL1	chr1	19596979	19658456
HTR6	chr1	19664875	19680966
TMCO4	chr1	19682213	19799945
RNF186	chr1	19814029	19815283
OTUD3	chr1	19882395	19912945
PLA2G2E	chr1	19920009	19923617
PLA2G2A	chr1	19975431	19980416
PLA2G5	chr1	20028179	20091911
PLA2G2D	chr1	20111939	20119566
PLA2G2F	chr1	20139326	20150386
PLA2G2C	chr1	20161253	20177424
UBXN10-AS1	chr1	20184242	20186486
UBXN10	chr1	20186096	20196050
LINC01757	chr1	20243095	20244664
VWA5B1	chr1	20290919	20354894
CAMK2N1	chr1	20482391	20486210
MUL1	chr1	20499448	20508151
FAM43B	chr1	20552573	20555020
CDA	chr1	20589086	20618903
PINK1	chr1	20633458	20651511
MIR6084	chr1	20633679	20633788
PINK1-AS	chr1	20642657	20652193
DDOST	chr1	20651767	20661544
KIF17	chr1	20664014	20718017
SH2D5	chr1	20719731	20732837
HP1BP3	chr1	20742679	20787323
EIF4G3	chr1	20806292	21176888
MIR1256	chr1	20988314	20988432
ECE1	chr1	21217247	21345572
LOC100506801	chr1	21293290	21299874
NBPF3	chr1	21440128	21485005
ALPL	chr1	21509397	21578410
RAP1GAP	chr1	21596215	21669363
USP48	chr1	21678298	21783606
LDLRAD2	chr1	21812265	21825225
HSPG2	chr1	21822244	21937310
CELA3B	chr1	21977022	21998642
CELA3A	chr1	22001657	22012542
LINC01635	chr1	22023990	22026048
LINC00339	chr1	22024558	22031223
CDC42	chr1	22025511	22101360
WNT4	chr1	22117313	22143969
LOC105376845	chr1	22142850	22157401
MIR4418	chr1	22266239	22266300
ZBTB40	chr1	22428838	22531157
EPHA8	chr1	22563489	22603595
MIR6127	chr1	22633258	22633366
C1QA	chr1	22636628	22639678
C1QC	chr1	22643633	22648110
C1QB	chr1	22652762	22661637
EPHB2	chr1	22710839	22921500
MIR4684	chr1	22719517	22719598
MIR4253	chr1	22863159	22863226
LACTBL1	chr1	22953043	22965338
TEX46	chr1	23010834	23015852
KDM1A	chr1	23019443	23083689
MIR3115	chr1	23044305	23044372
LUZP1	chr1	23084023	23177808
HTR1D	chr1	23191895	23194729
HNRNPR	chr1	23303771	23344336
ZNF436	chr1	23359448	23369836
ZNF436-AS1	chr1	23368997	23371839
TCEA3	chr1	23380909	23424748
ASAP3	chr1	23428563	23484568
E2F2	chr1	23506438	23531233
ID3	chr1	23557926	23559501
MDS2	chr1	23581495	23640568
RPL11	chr1	23691742	23696835
ELOA-AS1	chr1	23706901	23778296
ELOA	chr1	23743155	23762059
PITHD1	chr1	23778418	23788232
LYPLA2	chr1	23791145	23795539
GALE	chr1	23795599	23800781
HMGCL	chr1	23801885	23838620
FUCA1	chr1	23845077	23868294
CNR2	chr1	23870515	23913362
MIR378F	chr1	23929070	23929147
PNRC2	chr1	23956839	23963462
SRSF10	chr1	23964347	23980927
MYOM3	chr1	24056035	24112135
IL22RA1	chr1	24119771	24143140
IFNLR1	chr1	24154168	24187959
LOC284632	chr1	24200240	24211693
GRHL3	chr1	24319322	24364482
STPG1	chr1	24356999	24416934
NIPAL3	chr1	24415802	24472976
RCAN3AS	chr1	24496254	24535400
RCAN3	chr1	24502351	24541040
NCMAP	chr1	24556087	24609328
SRRM1	chr1	24631716	24673281
CLIC4	chr1	24745382	24844321
RUNX3	chr1	24899511	24965121
MIR6731	chr1	24919345	24919416
MIR4425	chr1	25023503	25023586
LOC105376879	chr1	25041136	25047404
SYF2	chr1	25222276	25232502
RSRP1	chr1	25242249	25338213
RHD	chr1	25272393	25330445
TMEM50A	chr1	25338317	25362361
RHCE	chr1	25362249	25430192
MACO1	chr1	25430858	25500209
LDLRAP1	chr1	25543580	25568886
MAN1C1	chr1	25617468	25786207
SELENON	chr1	25800176	25818221
MTFR1L	chr1	25818640	25832942
AUNIP	chr1	25831913	25859458
PAQR7	chr1	25861210	25871253
STMN1	chr1	25884181	25906991
MIR3917	chr1	25906362	25906454
PAFAH2	chr1	25959767	25998117
EXTL1	chr1	26019884	26036464
SLC30A2	chr1	26037252	26046118
TRIM63	chr1	26051304	26068436
PDIK1L	chr1	26111165	26125555
FAM110D	chr1	26159079	26163962
C1orf232	chr1	26164161	26168581
ZNF593	chr1	26169908	26170873
CNKSR1	chr1	26177484	26189884
CATSPER4	chr1	26190561	26202968
LOC101928303	chr1	26209741	26229840
CEP85	chr1	26234200	26278808
SH3BGRL3	chr1	26280086	26281522
UBXN11	chr1	26281328	26318363
CD52	chr1	26317958	26320523
CRYBG2	chr1	26321698	26360080
ZNF683	chr1	26361634	26374522
LIN28A	chr1	26410817	26429728
DHDDS	chr1	26432282	26471306
HMGN2	chr1	26472440	26476642
RPS6KA1	chr1	26529761	26575030
MIR1976	chr1	26554542	26554593
LOC101928728	chr1	26692132	26694131
ARID1A	chr1	26693236	26782104
PIGV	chr1	26787472	26798398
ZDHHC18	chr1	26826688	26857604
SFN	chr1	26863149	26864456
GPN2	chr1	26876132	26890283
GPATCH3	chr1	26890488	26900467
NUDC	chr1	26900238	26946871
NR0B2	chr1	26911489	26913975
KDF1	chr1	26949562	26960468
TRNP1	chr1	26993692	27000886
TENT5B	chr1	27005020	27012850
SLC9A1	chr1	27098809	27166981
WDTC1	chr1	27234632	27308636
TMEM222	chr1	27322145	27336400
SYTL1	chr1	27342020	27353937
MAP3K6	chr1	27354067	27366961
FCN3	chr1	27369112	27374824
CD164L2	chr1	27379176	27383333
GPR3	chr1	27392622	27395814
WASF2	chr1	27404230	27490167
AHDC1	chr1	27534035	27604431
FGR	chr1	27612064	27635185
LINC02574	chr1	27660328	27662722
IFI6	chr1	27666064	27672198
FAM76A	chr1	27725979	27763122
STX12	chr1	27773219	27824443
PPP1R8	chr1	27830782	27851676
SCARNA1	chr1	27834401	27834566
THEMIS2	chr1	27872543	27886685
RPA2	chr1	27891524	27914746
SMPDL3B	chr1	27935000	27959157
XKR8	chr1	27959462	27968096
EYA3	chr1	27970344	28088637
PTAFR	chr1	28147166	28193936
DNAJC8	chr1	28199456	28233029
ATP5IF1	chr1	28236109	28246906
SESN2	chr1	28259518	28282491
MED18	chr1	28329002	28335965
PHACTR4	chr1	28369582	28500364
RCC1	chr1	28505943	28539300
SNHG3	chr1	28505980	28510892
SNORA73A	chr1	28507366	28507571
SNORA73B	chr1	28508559	28508762
TRNAU1AP	chr1	28553085	28578545
SNHG12	chr1	28578538	28583132
SNORD99	chr1	28578749	28578822
SNORA61	chr1	28579764	28579893
SNORA44	chr1	28580381	28580512
SNORA16A	chr1	28580920	28581054
TAF12	chr1	28589323	28643085
RAB42	chr1	28592200	28595443
LINC01715	chr1	28643228	28648581
RNU11	chr1	28648600	28648733
GMEB1	chr1	28668732	28719353
YTHDF2	chr1	28736621	28769775
OPRD1	chr1	28812142	28871267
EPB41	chr1	28887091	29120046
TMEM200B	chr1	29119429	29123903
SRSF4	chr1	29147743	29181900
MECR	chr1	29192657	29230942
PTPRU	chr1	29236516	29326813
LINC01756	chr1	29329620	29350114
LINC01648	chr1	30013952	30037612
MATN1	chr1	30711277	30723585
MATN1-AS1	chr1	30718504	30726827
LAPTM5	chr1	30732469	30757774
MIR4420	chr1	30739156	30739232
LINC01778	chr1	30824217	30834864
SDC3	chr1	30869466	30908758
PUM1	chr1	30931506	31065991
NKAIN1	chr1	31179745	31239887
SNRNP40	chr1	31259568	31296788
ZCCHC17	chr1	31296982	31364953
FABP3	chr1	31365253	31376850
SERINC2	chr1	31409565	31434680
LINC01225	chr1	31500085	31509648
TINAGL1	chr1	31576485	31587686
HCRTR1	chr1	31617686	31632518
PEF1	chr1	31629866	31644896
COL16A1	chr1	31652263	31704319
ADGRB2	chr1	31727117	31764893
MIR4254	chr1	31758660	31758735
SPOCD1	chr1	31790422	31816051
PTP4A2	chr1	31906421	31944856
KHDRBS1	chr1	32013868	32060850
TMEM39B	chr1	32072031	32102866
MIR5585	chr1	32086949	32087007
KPNA6	chr1	32108056	32176563
TXLNA	chr1	32179675	32198285
CCDC28B	chr1	32200386	32205387
IQCC	chr1	32205661	32208687
DCDC2B	chr1	32209094	32216196
TMEM234	chr1	32214472	32222359
EIF3I	chr1	32221928	32231604
FAM167B	chr1	32247222	32248856
LCK	chr1	32251239	32286165
HDAC1	chr1	32292083	32333635
MARCKSL1	chr1	32333839	32336233
TSSK3	chr1	32351521	32364312
FAM229A	chr1	32361270	32364278
BSDC1	chr1	32365103	32394731
ZBTB8B	chr1	32465072	32496686
ZBTB8A	chr1	32539427	32605941
ZBTB8OS	chr1	32600172	32650903
RBBP4	chr1	32651142	32686211
SYNC	chr1	32679906	32703596
KIAA1522	chr1	32741830	32774970
YARS	chr1	32775237	32818153
S100PBP	chr1	32816767	32858875
FNDC5	chr1	32862268	32872482
HPCA	chr1	32885994	32898441
TMEM54	chr1	32894594	32901438
RNF19B	chr1	32936445	32964685
AK2	chr1	33007940	33080996
AZIN2	chr1	33081104	33123492
TRIM62	chr1	33145399	33182059
ZNF362	chr1	33256492	33300719
A3GALT2	chr1	33306766	33321098
PHC2	chr1	33323623	33431052
MIR3605	chr1	33332393	33332492
LOC101929464	chr1	33350352	33363245
ZSCAN20	chr1	33472645	33496507
CSMD2	chr1	33513999	34165842
HMGB4	chr1	33860475	33864791
CSMD2-AS1	chr1	33868953	33893726
C1orf94	chr1	34166883	34219131
MIR552	chr1	34669599	34669694
SMIM12	chr1	34712737	34859755
GJB5	chr1	34755047	34758512
GJB4	chr1	34759740	34762327
GJB3	chr1	34781214	34786369
GJA4	chr1	34792999	34795747
DLGAP3	chr1	34865436	34929650
LOC653160	chr1	34975699	34978706
TMEM35B	chr1	34981535	34985353
ZMYM6	chr1	34986165	35031945
ZMYM1	chr1	35032172	35115859
LOC105378644	chr1	35141515	35146435
SFPQ	chr1	35176378	35193145
ZMYM4	chr1	35268709	35422058
ZMYM4-AS1	chr1	35358822	35366077
KIAA0319L	chr1	35433492	35557950
NCDN	chr1	35557473	35567274
TFAP2E	chr1	35573314	35595328
PSMB2	chr1	35599541	35641526
C1orf216	chr1	35713877	35718894
CLSPN	chr1	35720218	35769978
AGO4	chr1	35808016	35857890
AGO1	chr1	35869808	35930532
AGO3	chr1	35930718	36072500
TEKT2	chr1	36084094	36088275
ADPRHL2	chr1	36088892	36093932
COL8A2	chr1	36095239	36125222
TRAPPC3	chr1	36136570	36156053
MAP7D1	chr1	36155579	36180849
THRAP3	chr1	36224432	36305357
SH3D21	chr1	36306368	36329340
EVA1B	chr1	36322031	36324154
STK40	chr1	36339624	36385896
LSM10	chr1	36391238	36397908
OSCP1	chr1	36415827	36450451
SNORA63C	chr1	36418450	36418578
MRPS15	chr1	36455718	36464384
CSF3R	chr1	36466043	36483278
GRIK3	chr1	36795527	37034515
MIR4255	chr1	37161563	37161634
LINC01137	chr1	37350934	37474411
ZC3H12A	chr1	37474580	37484377
MIR6732	chr1	37480230	37480289
MEAF6	chr1	37492575	37514774
MIR5581	chr1	37500935	37500994
SNIP1	chr1	37534449	37554293
DNALI1	chr1	37556919	37566857
GNL2	chr1	37566816	37595937
RSPO1	chr1	37611350	37634892
C1orf109	chr1	37681570	37692249
CDCA8	chr1	37692481	37709719
EPHA10	chr1	37713880	37765133
MANEAL	chr1	37793802	37801137
YRDC	chr1	37802945	37808208
C1orf122	chr1	37806979	37809454
MTF1	chr1	37809574	37859592
INPP5B	chr1	37860697	37947057
SF3A3	chr1	37956975	37990075
FHL3	chr1	37996770	38005606
UTP11	chr1	38009258	38024820
POU3F1	chr1	38043829	38046793
MIR3659	chr1	38089231	38089329
LINC01343	chr1	38209034	38214806
LINC01685	chr1	38474825	38516520
RRAGC	chr1	38838198	38859772
LOC105378663	chr1	38859912	38965038
MYCBP	chr1	38862493	38873368
GJA9	chr1	38874069	38881587
RHBDL2	chr1	38885807	38941830
AKIRIN1	chr1	38991276	39006059
NDUFS5	chr1	39026318	39034636
MACF1	chr1	39081316	39487177
BMP8A	chr1	39491636	39529869
OXCT2P1	chr1	39514956	39516490
PPIEL	chr1	39522280	39559671
PABPC4	chr1	39560816	39576790
PABPC4-AS1	chr1	39565052	39573860
SNORA55	chr1	39567374	39567508
HEYL	chr1	39623435	39639643
NT5C1A	chr1	39659121	39672038
HPCAL4	chr1	39678648	39691485
PPIE	chr1	39692182	39763914
BMP8B	chr1	39757182	39788865
OXCT2	chr1	39769523	39771348
LOC105378666	chr1	39779969	39781418
LOC101929536	chr1	39788976	39790171
TRIT1	chr1	39838110	39883511
MYCL	chr1	39895426	39902256
LOC105378668	chr1	39897745	39899098
MFSD2A	chr1	39955112	39969968
CAP1	chr1	40040233	40072649
PPT1	chr1	40071461	40097727
RLF	chr1	40161387	40240921
TMCO2	chr1	40245947	40251684
ZMPSTE24	chr1	40258236	40294180
COL9A2	chr1	40300489	40317813
SMAP2	chr1	40344850	40423326
ZFP69B	chr1	40450102	40463718
ZFP69	chr1	40477290	40496343
EXO5	chr1	40508741	40516556
ZNF684	chr1	40531573	40548167
RIMS3	chr1	40620680	40665682
NFYC	chr1	40691648	40771603
MIR30E	chr1	40754355	40754446
MIR30C1	chr1	40757284	40757372
KCNQ4	chr1	40783787	40840452
CITED4	chr1	40861054	40862363
CTPS1	chr1	40979688	41012565
SLFNL1-AS1	chr1	41014590	41043890
SLFNL1	chr1	41015597	41023237
SCMH1	chr1	41027200	41242154
FOXO6	chr1	41361922	41383590
LOC101929901	chr1	41375004	41375669
EDN2	chr1	41478775	41484683
HIVEP3	chr1	41506365	42035925
GUCA2B	chr1	42153410	42155820
GUCA2A	chr1	42162690	42164745
FOXJ3	chr1	42176539	42335877
RIMKLA	chr1	42380792	42424232
ZMYND12	chr1	42430329	42456253
PPCS	chr1	42456117	42473385
CCDC30	chr1	42463221	42657190
PPIH	chr1	42658423	42676758
YBX1	chr1	42682418	42703805
CLDN19	chr1	42733093	42740254
P3H1	chr1	42746335	42767084
C1orf50	chr1	42767249	42779491
TMEM269	chr1	42785007	42816619
SVBP	chr1	42807052	42817397
ERMAP	chr1	42817122	42844991
ZNF691	chr1	42846573	42852477
SLC2A1	chr1	42925375	42958868
SLC2A1-AS1	chr1	42959049	42996814
FAM183A	chr1	43145153	43156396
EBNA1BP2	chr1	43164175	43270936
MIR6733	chr1	43171652	43171712
CFAP57	chr1	43172149	43254358
TMEM125	chr1	43269983	43274002
C1orf210	chr1	43281877	43285617
TIE1	chr1	43300982	43323108
MPL	chr1	43337849	43352772
CDC20	chr1	43358981	43363203
ELOVL1	chr1	43363398	43368074
MIR6734	chr1	43364648	43364715
MED8	chr1	43383917	43389808
SZT2	chr1	43389882	43454247
SZT2-AS1	chr1	43447776	43448644
MIR6735	chr1	43448539	43448611
HYI	chr1	43451003	43453989
PTPRF	chr1	43525187	43623666
KDM4A	chr1	43650149	43705518
ST3GAL3	chr1	43705824	43931165
LOC101929592	chr1	43709392	43727343
MIR6079	chr1	43838622	43838683
ARTN	chr1	43933320	43937240
IPO13	chr1	43946950	43968022
DPH2	chr1	43970000	43973369
ATP6V0B	chr1	43974487	43978295
B4GALT2	chr1	43978943	43991170
CCDC24	chr1	43991359	43996528
SLC6A9	chr1	43991500	44031467
KLF17	chr1	44118821	44135140
KLF18	chr1	44137821	44141631
DMAP1	chr1	44213455	44220681
ERI3	chr1	44221070	44355260
ERI3-IT1	chr1	44243408	44244273
RNF220	chr1	44405194	44651724
MIR5584	chr1	44545493	44545552
TMEM53	chr1	44635238	44674481
ARMH1	chr1	44674692	44725591
RNU5F-1	chr1	44721786	44721902
